station_id,horizon,expected_keys,xgboost_keys,sarima_keys,persistence_keys,common_keys,removed_keys,duplicate_xgboost_keys,duplicate_sarima_keys,y_true_mismatch_keys,y_persistence_mismatch_keys,reason
28079057_10_47,all,5933,5933,5933,5933,5933,0,0,0,0,0,OK
28079057_10_47,1,850,850,850,850,850,0,0,0,0,0,OK
28079057_10_47,2,852,852,852,852,852,0,0,0,0,0,OK
28079057_10_47,3,851,851,851,851,851,0,0,0,0,0,OK
28079057_10_47,4,849,849,849,849,849,0,0,0,0,0,OK
28079057_10_47,5,846,846,846,846,846,0,0,0,0,0,OK
28079057_10_47,6,843,843,843,843,843,0,0,0,0,0,OK
28079057_10_47,7,842,842,842,842,842,0,0,0,0,0,OK
28079060_10_47,all,6695,6695,6695,6695,6695,0,0,0,0,0,OK
28079060_10_47,1,958,958,958,958,958,0,0,0,0,0,OK
28079060_10_47,2,959,959,959,959,959,0,0,0,0,0,OK
28079060_10_47,3,959,959,959,959,959,0,0,0,0,0,OK
28079060_10_47,4,955,955,955,955,955,0,0,0,0,0,OK
28079060_10_47,5,954,954,954,954,954,0,0,0,0,0,OK
28079060_10_47,6,955,955,955,955,955,0,0,0,0,0,OK
28079060_10_47,7,955,955,955,955,955,0,0,0,0,0,OK
28080003_10_49,all,7644,7644,7644,7644,7644,0,0,0,0,0,OK
28080003_10_49,1,1095,1095,1095,1095,1095,0,0,0,0,0,OK
28080003_10_49,2,1094,1094,1094,1094,1094,0,0,0,0,0,OK
28080003_10_49,3,1093,1093,1093,1093,1093,0,0,0,0,0,OK
28080003_10_49,4,1092,1092,1092,1092,1092,0,0,0,0,0,OK
28080003_10_49,5,1091,1091,1091,1091,1091,0,0,0,0,0,OK
28080003_10_49,6,1090,1090,1090,1090,1090,0,0,0,0,0,OK
28080003_10_49,7,1089,1089,1089,1089,1089,0,0,0,0,0,OK
28092005_10_49,all,7441,7441,7441,7441,7441,0,0,0,0,0,OK
28092005_10_49,1,1066,1066,1066,1066,1066,0,0,0,0,0,OK
28092005_10_49,2,1065,1065,1065,1065,1065,0,0,0,0,0,OK
28092005_10_49,3,1064,1064,1064,1064,1064,0,0,0,0,0,OK
28092005_10_49,4,1063,1063,1063,1063,1063,0,0,0,0,0,OK
28092005_10_49,5,1062,1062,1062,1062,1062,0,0,0,0,0,OK
28092005_10_49,6,1061,1061,1061,1061,1061,0,0,0,0,0,OK
28092005_10_49,7,1060,1060,1060,1060,1060,0,0,0,0,0,OK
28102001_10_49,all,7244,7244,7244,7244,7244,0,0,0,0,0,OK
28102001_10_49,1,1038,1038,1038,1038,1038,0,0,0,0,0,OK
28102001_10_49,2,1036,1036,1036,1036,1036,0,0,0,0,0,OK
28102001_10_49,3,1035,1035,1035,1035,1035,0,0,0,0,0,OK
28102001_10_49,4,1035,1035,1035,1035,1035,0,0,0,0,0,OK
28102001_10_49,5,1034,1034,1034,1034,1034,0,0,0,0,0,OK
28102001_10_49,6,1033,1033,1033,1033,1033,0,0,0,0,0,OK
28102001_10_49,7,1033,1033,1033,1033,1033,0,0,0,0,0,OK
28120001_10_49,all,6847,6847,6847,6847,6847,0,0,0,0,0,OK
28120001_10_49,1,983,983,983,983,983,0,0,0,0,0,OK
28120001_10_49,2,981,981,981,981,981,0,0,0,0,0,OK
28120001_10_49,3,979,979,979,979,979,0,0,0,0,0,OK
28120001_10_49,4,975,975,975,975,975,0,0,0,0,0,OK
28120001_10_49,5,977,977,977,977,977,0,0,0,0,0,OK
28120001_10_49,6,976,976,976,976,976,0,0,0,0,0,OK
28120001_10_49,7,976,976,976,976,976,0,0,0,0,0,OK
28123002_10_49,all,6677,6677,6677,6677,6677,0,0,0,0,0,OK
28123002_10_49,1,955,955,955,955,955,0,0,0,0,0,OK
28123002_10_49,2,956,956,956,956,956,0,0,0,0,0,OK
28123002_10_49,3,956,956,956,956,956,0,0,0,0,0,OK
28123002_10_49,4,954,954,954,954,954,0,0,0,0,0,OK
28123002_10_49,5,951,951,951,951,951,0,0,0,0,0,OK
28123002_10_49,6,951,951,951,951,951,0,0,0,0,0,OK
28123002_10_49,7,954,954,954,954,954,0,0,0,0,0,OK
28133002_10_49,all,7532,7532,7532,7532,7532,0,0,0,0,0,OK
28133002_10_49,1,1079,1079,1079,1079,1079,0,0,0,0,0,OK
28133002_10_49,2,1078,1078,1078,1078,1078,0,0,0,0,0,OK
28133002_10_49,3,1077,1077,1077,1077,1077,0,0,0,0,0,OK
28133002_10_49,4,1076,1076,1076,1076,1076,0,0,0,0,0,OK
28133002_10_49,5,1075,1075,1075,1075,1075,0,0,0,0,0,OK
28133002_10_49,6,1074,1074,1074,1074,1074,0,0,0,0,0,OK
28133002_10_49,7,1073,1073,1073,1073,1073,0,0,0,0,0,OK
28148004_10_49,all,6886,6886,6886,6886,6886,0,0,0,0,0,OK
28148004_10_49,1,988,988,988,988,988,0,0,0,0,0,OK
28148004_10_49,2,985,985,985,985,985,0,0,0,0,0,OK
28148004_10_49,3,984,984,984,984,984,0,0,0,0,0,OK
28148004_10_49,4,983,983,983,983,983,0,0,0,0,0,OK
28148004_10_49,5,983,983,983,983,983,0,0,0,0,0,OK
28148004_10_49,6,982,982,982,982,982,0,0,0,0,0,OK
28148004_10_49,7,981,981,981,981,981,0,0,0,0,0,OK
28171001_10_49,all,7144,7144,7144,7144,7144,0,0,0,0,0,OK
28171001_10_49,1,1025,1025,1025,1025,1025,0,0,0,0,0,OK
28171001_10_49,2,1023,1023,1023,1023,1023,0,0,0,0,0,OK
28171001_10_49,3,1021,1021,1021,1021,1021,0,0,0,0,0,OK
28171001_10_49,4,1020,1020,1020,1020,1020,0,0,0,0,0,OK
28171001_10_49,5,1019,1019,1019,1019,1019,0,0,0,0,0,OK
28171001_10_49,6,1018,1018,1018,1018,1018,0,0,0,0,0,OK
28171001_10_49,7,1018,1018,1018,1018,1018,0,0,0,0,0,OK
29067005_10_49,all,6801,6801,6801,6801,6801,0,0,0,0,0,OK
29067005_10_49,1,977,977,977,977,977,0,0,0,0,0,OK
29067005_10_49,2,974,974,974,974,974,0,0,0,0,0,OK
29067005_10_49,3,972,972,972,972,972,0,0,0,0,0,OK
29067005_10_49,4,971,971,971,971,971,0,0,0,0,0,OK
29067005_10_49,5,970,970,970,970,970,0,0,0,0,0,OK
29067005_10_49,6,969,969,969,969,969,0,0,0,0,0,OK
29067005_10_49,7,968,968,968,968,968,0,0,0,0,0,OK
29067006_10_49,all,5307,5307,5307,5307,5307,0,0,0,0,0,OK
29067006_10_49,1,770,770,770,770,770,0,0,0,0,0,OK
29067006_10_49,2,764,764,764,764,764,0,0,0,0,0,OK
29067006_10_49,3,761,761,761,761,761,0,0,0,0,0,OK
29067006_10_49,4,758,758,758,758,758,0,0,0,0,0,OK
29067006_10_49,5,754,754,754,754,754,0,0,0,0,0,OK
29067006_10_49,6,751,751,751,751,751,0,0,0,0,0,OK
29067006_10_49,7,749,749,749,749,749,0,0,0,0,0,OK
29067008_10_49,all,4988,4988,4988,4988,4988,0,0,0,0,0,OK
29067008_10_49,1,724,724,724,724,724,0,0,0,0,0,OK
29067008_10_49,2,718,718,718,718,718,0,0,0,0,0,OK
29067008_10_49,3,717,717,717,717,717,0,0,0,0,0,OK
29067008_10_49,4,713,713,713,713,713,0,0,0,0,0,OK
29067008_10_49,5,709,709,709,709,709,0,0,0,0,0,OK
29067008_10_49,6,704,704,704,704,704,0,0,0,0,0,OK
29067008_10_49,7,703,703,703,703,703,0,0,0,0,0,OK
30005002_10_47,all,7227,7227,7227,7227,7227,0,0,0,0,0,OK
30005002_10_47,1,1036,1036,1036,1036,1036,0,0,0,0,0,OK
30005002_10_47,2,1034,1034,1034,1034,1034,0,0,0,0,0,OK
30005002_10_47,3,1033,1033,1033,1033,1033,0,0,0,0,0,OK
30005002_10_47,4,1032,1032,1032,1032,1032,0,0,0,0,0,OK
30005002_10_47,5,1031,1031,1031,1031,1031,0,0,0,0,0,OK
30005002_10_47,6,1031,1031,1031,1031,1031,0,0,0,0,0,OK
30005002_10_47,7,1030,1030,1030,1030,1030,0,0,0,0,0,OK
30015001_10_47,all,6391,6391,6391,6391,6391,0,0,0,0,0,OK
30015001_10_47,1,922,922,922,922,922,0,0,0,0,0,OK
30015001_10_47,2,919,919,919,919,919,0,0,0,0,0,OK
30015001_10_47,3,916,916,916,916,916,0,0,0,0,0,OK
30015001_10_47,4,912,912,912,912,912,0,0,0,0,0,OK
30015001_10_47,5,910,910,910,910,910,0,0,0,0,0,OK
30015001_10_47,6,908,908,908,908,908,0,0,0,0,0,OK
30015001_10_47,7,904,904,904,904,904,0,0,0,0,0,OK
30016001_10_47,all,6182,6182,6182,6182,6182,0,0,0,0,0,OK
30016001_10_47,1,896,896,896,896,896,0,0,0,0,0,OK
30016001_10_47,2,889,889,889,889,889,0,0,0,0,0,OK
30016001_10_47,3,885,885,885,885,885,0,0,0,0,0,OK
30016001_10_47,4,882,882,882,882,882,0,0,0,0,0,OK
30016001_10_47,5,879,879,879,879,879,0,0,0,0,0,OK
30016001_10_47,6,877,877,877,877,877,0,0,0,0,0,OK
30016001_10_47,7,874,874,874,874,874,0,0,0,0,0,OK
30016018_10_47,all,5709,5709,5709,5709,5709,0,0,0,0,0,OK
30016018_10_47,1,824,824,824,824,824,0,0,0,0,0,OK
30016018_10_47,2,820,820,820,820,820,0,0,0,0,0,OK
30016018_10_47,3,818,818,818,818,818,0,0,0,0,0,OK
30016018_10_47,4,816,816,816,816,816,0,0,0,0,0,OK
30016018_10_47,5,813,813,813,813,813,0,0,0,0,0,OK
30016018_10_47,6,810,810,810,810,810,0,0,0,0,0,OK
30016018_10_47,7,808,808,808,808,808,0,0,0,0,0,OK
30016020_10_47,all,3613,3613,3613,3613,3613,0,0,0,0,0,OK
30016020_10_47,1,519,519,519,519,519,0,0,0,0,0,OK
30016020_10_47,2,517,517,517,517,517,0,0,0,0,0,OK
30016020_10_47,3,514,514,514,514,514,0,0,0,0,0,OK
30016020_10_47,4,514,514,514,514,514,0,0,0,0,0,OK
30016020_10_47,5,515,515,515,515,515,0,0,0,0,0,OK
30016020_10_47,6,518,518,518,518,518,0,0,0,0,0,OK
30016020_10_47,7,516,516,516,516,516,0,0,0,0,0,OK
30016021_10_47,all,6001,6001,6001,6001,6001,0,0,0,0,0,OK
30016021_10_47,1,865,865,865,865,865,0,0,0,0,0,OK
30016021_10_47,2,861,861,861,861,861,0,0,0,0,0,OK
30016021_10_47,3,859,859,859,859,859,0,0,0,0,0,OK
30016021_10_47,4,858,858,858,858,858,0,0,0,0,0,OK
30016021_10_47,5,855,855,855,855,855,0,0,0,0,0,OK
30016021_10_47,6,853,853,853,853,853,0,0,0,0,0,OK
30016021_10_47,7,850,850,850,850,850,0,0,0,0,0,OK
30024002_10_47,all,6251,6251,6251,6251,6251,0,0,0,0,0,OK
30024002_10_47,1,902,902,902,902,902,0,0,0,0,0,OK
30024002_10_47,2,897,897,897,897,897,0,0,0,0,0,OK
30024002_10_47,3,892,892,892,892,892,0,0,0,0,0,OK
30024002_10_47,4,889,889,889,889,889,0,0,0,0,0,OK
30024002_10_47,5,889,889,889,889,889,0,0,0,0,0,OK
30024002_10_47,6,891,891,891,891,891,0,0,0,0,0,OK
30024002_10_47,7,891,891,891,891,891,0,0,0,0,0,OK
30030007_10_49,all,5293,5293,5293,5293,5293,0,0,0,0,0,OK
30030007_10_49,1,770,770,770,770,770,0,0,0,0,0,OK
30030007_10_49,2,763,763,763,763,763,0,0,0,0,0,OK
30030007_10_49,3,756,756,756,756,756,0,0,0,0,0,OK
30030007_10_49,4,754,754,754,754,754,0,0,0,0,0,OK
30030007_10_49,5,753,753,753,753,753,0,0,0,0,0,OK
30030007_10_49,6,750,750,750,750,750,0,0,0,0,0,OK
30030007_10_49,7,747,747,747,747,747,0,0,0,0,0,OK
31010001_10_49,all,5872,5872,5872,5872,5872,0,0,0,0,0,OK
31010001_10_49,1,849,849,849,849,849,0,0,0,0,0,OK
31010001_10_49,2,843,843,843,843,843,0,0,0,0,0,OK
31010001_10_49,3,840,840,840,840,840,0,0,0,0,0,OK
31010001_10_49,4,836,836,836,836,836,0,0,0,0,0,OK
31010001_10_49,5,835,835,835,835,835,0,0,0,0,0,OK
31010001_10_49,6,834,834,834,834,834,0,0,0,0,0,OK
31010001_10_49,7,835,835,835,835,835,0,0,0,0,0,OK
31107001_10_49,all,5324,5324,5324,5324,5324,0,0,0,0,0,OK
31107001_10_49,1,775,775,775,775,775,0,0,0,0,0,OK
31107001_10_49,2,769,769,769,769,769,0,0,0,0,0,OK
31107001_10_49,3,765,765,765,765,765,0,0,0,0,0,OK
31107001_10_49,4,760,760,760,760,760,0,0,0,0,0,OK
31107001_10_49,5,754,754,754,754,754,0,0,0,0,0,OK
31107001_10_49,6,752,752,752,752,752,0,0,0,0,0,OK
31107001_10_49,7,749,749,749,749,749,0,0,0,0,0,OK
31149002_10_49,all,3606,3606,3606,3606,3606,0,0,0,0,0,OK
31149002_10_49,1,516,516,516,516,516,0,0,0,0,0,OK
31149002_10_49,2,512,512,512,512,512,0,0,0,0,0,OK
31149002_10_49,3,515,515,515,515,515,0,0,0,0,0,OK
31149002_10_49,4,519,519,519,519,519,0,0,0,0,0,OK
31149002_10_49,5,520,520,520,520,520,0,0,0,0,0,OK
31149002_10_49,6,514,514,514,514,514,0,0,0,0,0,OK
31149002_10_49,7,510,510,510,510,510,0,0,0,0,0,OK
31191001_10_49,all,5672,5672,5672,5672,5672,0,0,0,0,0,OK
31191001_10_49,1,824,824,824,824,824,0,0,0,0,0,OK
31191001_10_49,2,816,816,816,816,816,0,0,0,0,0,OK
31191001_10_49,3,810,810,810,810,810,0,0,0,0,0,OK
31191001_10_49,4,807,807,807,807,807,0,0,0,0,0,OK
31191001_10_49,5,806,806,806,806,806,0,0,0,0,0,OK
31191001_10_49,6,805,805,805,805,805,0,0,0,0,0,OK
31191001_10_49,7,804,804,804,804,804,0,0,0,0,0,OK
31201012_10_49,all,4850,4850,4850,4850,4850,0,0,0,0,0,OK
31201012_10_49,1,704,704,704,704,704,0,0,0,0,0,OK
31201012_10_49,2,696,696,696,696,696,0,0,0,0,0,OK
31201012_10_49,3,692,692,692,692,692,0,0,0,0,0,OK
31201012_10_49,4,691,691,691,691,691,0,0,0,0,0,OK
31201012_10_49,5,689,689,689,689,689,0,0,0,0,0,OK
31201012_10_49,6,689,689,689,689,689,0,0,0,0,0,OK
31201012_10_49,7,689,689,689,689,689,0,0,0,0,0,OK
31201014_10_49,all,5731,5731,5731,5731,5731,0,0,0,0,0,OK
31201014_10_49,1,829,829,829,829,829,0,0,0,0,0,OK
31201014_10_49,2,824,824,824,824,824,0,0,0,0,0,OK
31201014_10_49,3,820,820,820,820,820,0,0,0,0,0,OK
31201014_10_49,4,817,817,817,817,817,0,0,0,0,0,OK
31201014_10_49,5,816,816,816,816,816,0,0,0,0,0,OK
31201014_10_49,6,814,814,814,814,814,0,0,0,0,0,OK
31201014_10_49,7,811,811,811,811,811,0,0,0,0,0,OK
31201015_10_49,all,3092,3092,3092,3092,3092,0,0,0,0,0,OK
31201015_10_49,1,450,450,450,450,450,0,0,0,0,0,OK
31201015_10_49,2,445,445,445,445,445,0,0,0,0,0,OK
31201015_10_49,3,441,441,441,441,441,0,0,0,0,0,OK
31201015_10_49,4,439,439,439,439,439,0,0,0,0,0,OK
31201015_10_49,5,439,439,439,439,439,0,0,0,0,0,OK
31201015_10_49,6,439,439,439,439,439,0,0,0,0,0,OK
31201015_10_49,7,439,439,439,439,439,0,0,0,0,0,OK
31216001_10_49,all,5351,5351,5351,5351,5351,0,0,0,0,0,OK
31216001_10_49,1,772,772,772,772,772,0,0,0,0,0,OK
31216001_10_49,2,762,762,762,762,762,0,0,0,0,0,OK
31216001_10_49,3,761,761,761,761,761,0,0,0,0,0,OK
31216001_10_49,4,763,763,763,763,763,0,0,0,0,0,OK
31216001_10_49,5,766,766,766,766,766,0,0,0,0,0,OK
31216001_10_49,6,765,765,765,765,765,0,0,0,0,0,OK
31216001_10_49,7,762,762,762,762,762,0,0,0,0,0,OK
31232002_10_49,all,5651,5651,5651,5651,5651,0,0,0,0,0,OK
31232002_10_49,1,818,818,818,818,818,0,0,0,0,0,OK
31232002_10_49,2,813,813,813,813,813,0,0,0,0,0,OK
31232002_10_49,3,808,808,808,808,808,0,0,0,0,0,OK
31232002_10_49,4,806,806,806,806,806,0,0,0,0,0,OK
31232002_10_49,5,804,804,804,804,804,0,0,0,0,0,OK
31232002_10_49,6,802,802,802,802,802,0,0,0,0,0,OK
31232002_10_49,7,800,800,800,800,800,0,0,0,0,0,OK
31232003_10_49,all,4532,4532,4532,4532,4532,0,0,0,0,0,OK
31232003_10_49,1,653,653,653,653,653,0,0,0,0,0,OK
31232003_10_49,2,643,643,643,643,643,0,0,0,0,0,OK
31232003_10_49,3,645,645,645,645,645,0,0,0,0,0,OK
31232003_10_49,4,648,648,648,648,648,0,0,0,0,0,OK
31232003_10_49,5,650,650,650,650,650,0,0,0,0,0,OK
31232003_10_49,6,647,647,647,647,647,0,0,0,0,0,OK
31232003_10_49,7,646,646,646,646,646,0,0,0,0,0,OK
32032001_10_49,all,6254,6254,6254,6254,6254,0,0,0,0,0,OK
32032001_10_49,1,898,898,898,898,898,0,0,0,0,0,OK
32032001_10_49,2,895,895,895,895,895,0,0,0,0,0,OK
32032001_10_49,3,894,894,894,894,894,0,0,0,0,0,OK
32032001_10_49,4,892,892,892,892,892,0,0,0,0,0,OK
32032001_10_49,5,890,890,890,890,890,0,0,0,0,0,OK
32032001_10_49,6,892,892,892,892,892,0,0,0,0,0,OK
32032001_10_49,7,893,893,893,893,893,0,0,0,0,0,OK
32039001_10_49,all,6211,6211,6211,6211,6211,0,0,0,0,0,OK
32039001_10_49,1,891,891,891,891,891,0,0,0,0,0,OK
32039001_10_49,2,888,888,888,888,888,0,0,0,0,0,OK
32039001_10_49,3,886,886,886,886,886,0,0,0,0,0,OK
32039001_10_49,4,886,886,886,886,886,0,0,0,0,0,OK
32039001_10_49,5,885,885,885,885,885,0,0,0,0,0,OK
32039001_10_49,6,887,887,887,887,887,0,0,0,0,0,OK
32039001_10_49,7,888,888,888,888,888,0,0,0,0,0,OK
32054004_10_49,all,6013,6013,6013,6013,6013,0,0,0,0,0,OK
32054004_10_49,1,868,868,868,868,868,0,0,0,0,0,OK
32054004_10_49,2,862,862,862,862,862,0,0,0,0,0,OK
32054004_10_49,3,859,859,859,859,859,0,0,0,0,0,OK
32054004_10_49,4,858,858,858,858,858,0,0,0,0,0,OK
32054004_10_49,5,856,856,856,856,856,0,0,0,0,0,OK
32054004_10_49,6,855,855,855,855,855,0,0,0,0,0,OK
32054004_10_49,7,855,855,855,855,855,0,0,0,0,0,OK
33004020_10_49,all,6717,6717,6717,6717,6717,0,0,0,0,0,OK
33004020_10_49,1,969,969,969,969,969,0,0,0,0,0,OK
33004020_10_49,2,966,966,966,966,966,0,0,0,0,0,OK
33004020_10_49,3,962,962,962,962,962,0,0,0,0,0,OK
33004020_10_49,4,958,958,958,958,958,0,0,0,0,0,OK
33004020_10_49,5,955,955,955,955,955,0,0,0,0,0,OK
33004020_10_49,6,954,954,954,954,954,0,0,0,0,0,OK
33004020_10_49,7,953,953,953,953,953,0,0,0,0,0,OK
33004021_10_49,all,6698,6698,6698,6698,6698,0,0,0,0,0,OK
33004021_10_49,1,965,965,965,965,965,0,0,0,0,0,OK
33004021_10_49,2,962,962,962,962,962,0,0,0,0,0,OK
33004021_10_49,3,959,959,959,959,959,0,0,0,0,0,OK
33004021_10_49,4,956,956,956,956,956,0,0,0,0,0,OK
33004021_10_49,5,952,952,952,952,952,0,0,0,0,0,OK
33004021_10_49,6,952,952,952,952,952,0,0,0,0,0,OK
33004021_10_49,7,952,952,952,952,952,0,0,0,0,0,OK
33004048_10_49,all,6234,6234,6234,6234,6234,0,0,0,0,0,OK
33004048_10_49,1,900,900,900,900,900,0,0,0,0,0,OK
33004048_10_49,2,895,895,895,895,895,0,0,0,0,0,OK
33004048_10_49,3,892,892,892,892,892,0,0,0,0,0,OK
33004048_10_49,4,892,892,892,892,892,0,0,0,0,0,OK
33004048_10_49,5,888,888,888,888,888,0,0,0,0,0,OK
33004048_10_49,6,885,885,885,885,885,0,0,0,0,0,OK
33004048_10_49,7,882,882,882,882,882,0,0,0,0,0,OK
33004049_10_49,all,6342,6342,6342,6342,6342,0,0,0,0,0,OK
33004049_10_49,1,912,912,912,912,912,0,0,0,0,0,OK
33004049_10_49,2,910,910,910,910,910,0,0,0,0,0,OK
33004049_10_49,3,908,908,908,908,908,0,0,0,0,0,OK
33004049_10_49,4,906,906,906,906,906,0,0,0,0,0,OK
33004049_10_49,5,904,904,904,904,904,0,0,0,0,0,OK
33004049_10_49,6,901,901,901,901,901,0,0,0,0,0,OK
33004049_10_49,7,901,901,901,901,901,0,0,0,0,0,OK
33004052_10_49,all,5244,5244,5244,5244,5244,0,0,0,0,0,OK
33004052_10_49,1,762,762,762,762,762,0,0,0,0,0,OK
33004052_10_49,2,756,756,756,756,756,0,0,0,0,0,OK
33004052_10_49,3,752,752,752,752,752,0,0,0,0,0,OK
33004052_10_49,4,748,748,748,748,748,0,0,0,0,0,OK
33004052_10_49,5,745,745,745,745,745,0,0,0,0,0,OK
33004052_10_49,6,742,742,742,742,742,0,0,0,0,0,OK
33004052_10_49,7,739,739,739,739,739,0,0,0,0,0,OK
33011001_10_49,all,5669,5669,5669,5669,5669,0,0,0,0,0,OK
33011001_10_49,1,818,818,818,818,818,0,0,0,0,0,OK
33011001_10_49,2,813,813,813,813,813,0,0,0,0,0,OK
33011001_10_49,3,810,810,810,810,810,0,0,0,0,0,OK
33011001_10_49,4,809,809,809,809,809,0,0,0,0,0,OK
33011001_10_49,5,807,807,807,807,807,0,0,0,0,0,OK
33011001_10_49,6,807,807,807,807,807,0,0,0,0,0,OK
33011001_10_49,7,805,805,805,805,805,0,0,0,0,0,OK
33024024_10_49,all,6698,6698,6698,6698,6698,0,0,0,0,0,OK
33024024_10_49,1,964,964,964,964,964,0,0,0,0,0,OK
33024024_10_49,2,960,960,960,960,960,0,0,0,0,0,OK
33024024_10_49,3,958,958,958,958,958,0,0,0,0,0,OK
33024024_10_49,4,955,955,955,955,955,0,0,0,0,0,OK
33024024_10_49,5,954,954,954,954,954,0,0,0,0,0,OK
33024024_10_49,6,954,954,954,954,954,0,0,0,0,0,OK
33024024_10_49,7,953,953,953,953,953,0,0,0,0,0,OK
33024025_10_49,all,6473,6473,6473,6473,6473,0,0,0,0,0,OK
33024025_10_49,1,929,929,929,929,929,0,0,0,0,0,OK
33024025_10_49,2,928,928,928,928,928,0,0,0,0,0,OK
33024025_10_49,3,927,927,927,927,927,0,0,0,0,0,OK
33024025_10_49,4,925,925,925,925,925,0,0,0,0,0,OK
33024025_10_49,5,923,923,923,923,923,0,0,0,0,0,OK
33024025_10_49,6,921,921,921,921,921,0,0,0,0,0,OK
33024025_10_49,7,920,920,920,920,920,0,0,0,0,0,OK
33024027_10_49,all,6271,6271,6271,6271,6271,0,0,0,0,0,OK
33024027_10_49,1,902,902,902,902,902,0,0,0,0,0,OK
33024027_10_49,2,897,897,897,897,897,0,0,0,0,0,OK
33024027_10_49,3,896,896,896,896,896,0,0,0,0,0,OK
33024027_10_49,4,896,896,896,896,896,0,0,0,0,0,OK
33024027_10_49,5,895,895,895,895,895,0,0,0,0,0,OK
33024027_10_49,6,893,893,893,893,893,0,0,0,0,0,OK
33024027_10_49,7,892,892,892,892,892,0,0,0,0,0,OK
33024031_10_49,all,6344,6344,6344,6344,6344,0,0,0,0,0,OK
33024031_10_49,1,911,911,911,911,911,0,0,0,0,0,OK
33024031_10_49,2,906,906,906,906,906,0,0,0,0,0,OK
33024031_10_49,3,907,907,907,907,907,0,0,0,0,0,OK
33024031_10_49,4,906,906,906,906,906,0,0,0,0,0,OK
33024031_10_49,5,906,906,906,906,906,0,0,0,0,0,OK
33024031_10_49,6,905,905,905,905,905,0,0,0,0,0,OK
33024031_10_49,7,903,903,903,903,903,0,0,0,0,0,OK
33024032_10_49,all,6926,6926,6926,6926,6926,0,0,0,0,0,OK
33024032_10_49,1,992,992,992,992,992,0,0,0,0,0,OK
33024032_10_49,2,991,991,991,991,991,0,0,0,0,0,OK
33024032_10_49,3,990,990,990,990,990,0,0,0,0,0,OK
33024032_10_49,4,989,989,989,989,989,0,0,0,0,0,OK
33024032_10_49,5,988,988,988,988,988,0,0,0,0,0,OK
33024032_10_49,6,988,988,988,988,988,0,0,0,0,0,OK
33024032_10_49,7,988,988,988,988,988,0,0,0,0,0,OK
33031029_10_49,all,5668,5668,5668,5668,5668,0,0,0,0,0,OK
33031029_10_49,1,821,821,821,821,821,0,0,0,0,0,OK
33031029_10_49,2,817,817,817,817,817,0,0,0,0,0,OK
33031029_10_49,3,814,814,814,814,814,0,0,0,0,0,OK
33031029_10_49,4,811,811,811,811,811,0,0,0,0,0,OK
33031029_10_49,5,806,806,806,806,806,0,0,0,0,0,OK
33031029_10_49,6,801,801,801,801,801,0,0,0,0,0,OK
33031029_10_49,7,798,798,798,798,798,0,0,0,0,0,OK
33031030_10_49,all,5493,5493,5493,5493,5493,0,0,0,0,0,OK
33031030_10_49,1,794,794,794,794,794,0,0,0,0,0,OK
33031030_10_49,2,786,786,786,786,786,0,0,0,0,0,OK
33031030_10_49,3,784,784,784,784,784,0,0,0,0,0,OK
33031030_10_49,4,781,781,781,781,781,0,0,0,0,0,OK
33031030_10_49,5,781,781,781,781,781,0,0,0,0,0,OK
33031030_10_49,6,782,782,782,782,782,0,0,0,0,0,OK
33031030_10_49,7,785,785,785,785,785,0,0,0,0,0,OK
33031032_10_49,all,5271,5271,5271,5271,5271,0,0,0,0,0,OK
33031032_10_49,1,759,759,759,759,759,0,0,0,0,0,OK
33031032_10_49,2,755,755,755,755,755,0,0,0,0,0,OK
33031032_10_49,3,753,753,753,753,753,0,0,0,0,0,OK
33031032_10_49,4,752,752,752,752,752,0,0,0,0,0,OK
33031032_10_49,5,752,752,752,752,752,0,0,0,0,0,OK
33031032_10_49,6,749,749,749,749,749,0,0,0,0,0,OK
33031032_10_49,7,751,751,751,751,751,0,0,0,0,0,OK
33037012_10_49,all,6065,6065,6065,6065,6065,0,0,0,0,0,OK
33037012_10_49,1,878,878,878,878,878,0,0,0,0,0,OK
33037012_10_49,2,871,871,871,871,871,0,0,0,0,0,OK
33037012_10_49,3,868,868,868,868,868,0,0,0,0,0,OK
33037012_10_49,4,866,866,866,866,866,0,0,0,0,0,OK
33037012_10_49,5,864,864,864,864,864,0,0,0,0,0,OK
33037012_10_49,6,860,860,860,860,860,0,0,0,0,0,OK
33037012_10_49,7,858,858,858,858,858,0,0,0,0,0,OK
33044029_10_49,all,6618,6618,6618,6618,6618,0,0,0,0,0,OK
33044029_10_49,1,950,950,950,950,950,0,0,0,0,0,OK
33044029_10_49,2,947,947,947,947,947,0,0,0,0,0,OK
33044029_10_49,3,946,946,946,946,946,0,0,0,0,0,OK
33044029_10_49,4,945,945,945,945,945,0,0,0,0,0,OK
33044029_10_49,5,944,944,944,944,944,0,0,0,0,0,OK
33044029_10_49,6,943,943,943,943,943,0,0,0,0,0,OK
33044029_10_49,7,943,943,943,943,943,0,0,0,0,0,OK
33044030_10_49,all,6036,6036,6036,6036,6036,0,0,0,0,0,OK
33044030_10_49,1,867,867,867,867,867,0,0,0,0,0,OK
33044030_10_49,2,863,863,863,863,863,0,0,0,0,0,OK
33044030_10_49,3,864,864,864,864,864,0,0,0,0,0,OK
33044030_10_49,4,865,865,865,865,865,0,0,0,0,0,OK
33044030_10_49,5,863,863,863,863,863,0,0,0,0,0,OK
33044030_10_49,6,858,858,858,858,858,0,0,0,0,0,OK
